canonical_name,display_name,category,method_type,brand_family,aliases,body_areas,description,competitor_methods
smartlipo_triplex,Smartlipo Triplex,chirurgia,device,cynosure,Smartlipo Triplex|smartlipo triplex,,[Liposukcja chirurgiczna] Laser-Assisted Liposuction 1064/1320/1440 nm Zastosowanie: Lipoliza laserowa,[]
smartxide_dot_punto,SmartXide DOT/Punto,laser_skin,device,deka,SmartXide DOT/Punto|smartxide dot punto|smartxide dot/punto,,"[Laser CO2 frakcyjny] Frakcyjny laser CO2 z trybami DOT, SmartStack, Pulse Shape Design Zastosowanie: Resurfacing, blizny potradzikowe, rozstepy",[]
smas_facelift,SMAS Facelift,chirurgia,technique,skoog_mitz_peyronie,SMAS Facelift|smas facelift,,[Lifting twarzy] Lifting podpowieziowy Zastosowanie: Klasyczny facelifting,[]
smoothbeam,Smoothbeam,laser_skin,device,candela,Smoothbeam|smoothbeam,,"[Laser do trądziku] Diodowy 1450 nm Zastosowanie: Trądzik, blizny",[]
smp_scalp_micropigmentation,SMP - Scalp Micropigmentation,transplantacja_wlosow,technique,his_hair_clinic_skalp,SMP - Scalp Micropigmentation|smp - scalp micropigmentation|smp scalp micropigmentation,,[Hair transplant] Pigmentacja skory glowy imitujaca zarost Zastosowanie: Lysienie - kamuflaz,[]
sofwave,Sofwave,rf_hifu,device,sofwave_medical,Sofwave|sofwave,,"[HIFU] Synchronous Ultrasound Parallel Beam SUPERB Zastosowanie: Lifting, blizny, rozstepy",[]
sombre_soft_ombre,Sombre (Soft Ombre),fryzjer_koloryzacja,technique,klasyczna,Sombre (Soft Ombre)|sombre|sombre (soft ombre),,[Koloryzacja - rozjasnianie] Subtelniejsze ombre Zastosowanie: Delikatne cieniowanie,[]
soprano,Soprano,laser_depilacja,device,alma_lasers,soprano|soprano ice|soprano titanium|soprano xl,"[""face"",""body"",""armpit"",""bikini"",""legs""]",Laser diodowy Alma 755/810/1064nm z technologią SHR (Super Hair Removal); bezbólowy.,"[""thunder"",""vectus"",""primex"",""motus""]"
soprano_ice_platinum,Soprano ICE Platinum,laser_depilacja,device,alma_lasers,Soprano ICE Platinum|soprano ice platinum,,"[Laser depilacyjny diodowy] Diodowy 3-falowy 755/810/1064 nm z technologia SHR Zastosowanie: Depilacja bezbolesna, wszystkie fototypy",[]
soprano_titanium,Soprano Titanium,laser_depilacja,device,alma_lasers,Soprano Titanium|soprano titanium,,"[Laser depilacyjny diodowy] Diodowy 4D z duza glowica i Quattro Pro Zastosowanie: Depilacja, duze obszary",[]
sothys,Sothys,peeling,substance,sothys_paris,Sothys|sothys,,[Kosmeceutyki gabinetowe] Profesjonalna kosmetyka Zastosowanie: Antiaging,[]
spa_manicure_russian_manicure,SPA Manicure / Russian Manicure,manicure,technique,klasyczna,SPA Manicure / Russian Manicure|spa manicure / russian manicure|spa manicure russian manicure,,"[Techniki] Suchy lub mokry, kombinowany Zastosowanie: Manicure",[]
spectra_xt,Spectra XT,laser_depilacja,device,lutronic,Spectra XT|spectra xt,,"[Laser Nd:YAG] Nd:YAG Q-switched i long pulse do tatuazy i toningu Zastosowanie: Toning melasmy, tatuaze, Hollywood Peel",[]
splendor_x,Splendor X,laser_depilacja,device,lumenis,Splendor X|splendor x,,"[Laser depilacyjny diodowy] Hybryda Aleksandryt + Nd:YAG z technologia Blend X Zastosowanie: Depilacja, naczynia, pigmentacja",[]
spring_thread,Spring Thread,inny,substance,spring_thread,Spring Thread|spring thread,,[Nici PCL/PLA] Sprezynowe nici z silikonu z PLA cones Zastosowanie: Lifting elastyczny,[]
stellar_m22,Stellar M22,laser_depilacja,device,lumenis,Stellar M22|stellar m22,,"[IPL] Nowsza generacja M22 z OPT Zastosowanie: Fotoodmladzanie, DPN, melasma",[]
stimsure,Stimsure,rf_hifu,device,cynosure,Stimsure|stimsure,,[EMS HIFEM] Pulsed Electro-Magnetic Stimulation Zastosowanie: Mass miesniowa,[]
strong_210_207_marathon,Strong 210/207 / Marathon,manicure,substance,saeyang_microtech,Strong 210/207 / Marathon|strong 210 207 marathon|strong 210/207 / marathon,,[Frezarki] Profesjonalne frezarki Zastosowanie: Manicure,[]
strzyzenie,Strzyżenie,fryzjer_zabieg,technique,,strzyżenie|strzyzenie|haircut,"[""hair""]",Standard cut — strzyżenie damskie/męskie nożyczkami.,[]
stylage,Stylage,substancja,substance,vivacy,stylage|stylage xl|stylage m|stylage s,"[""face"",""lips""]","Vivacy Stylage — wypełniacze HA z dodatkiem antyoksydantów (mannitol, sorbitol).","[""restylane"",""juvederm""]"
stylage_hydro_hydromax,Stylage Hydro/HydroMax,substancja,substance,vivacy,Stylage Hydro/HydroMax|stylage hydro hydromax|stylage hydro/hydromax,,[HA - Vivacy] Skinbooster HA + mannitol Zastosowanie: Hydratacja,[]
stylage_s_m_l_xl_xxl,Stylage S/M/L/XL/XXL,substancja,substance,vivacy,Stylage S/M/L/XL/XXL|stylage s m l xl xxl|stylage s/m/l/xl/xxl,,"[HA - Vivacy] IPN-Like HA z mannitolem Zastosowanie: Bruzdy, wolumetria",[]
stylage_special_lips,Stylage Special Lips,substancja,substance,vivacy,Stylage Special Lips|stylage special lips,,[HA - Vivacy] HA do ust Zastosowanie: Modelowanie ust,[]
sunekos_200_1200,Sunekos 200/1200,substancja,substance,professional_derma,Sunekos 200/1200|sunekos 200 1200|sunekos 200/1200,,"[Skinbooster] HA + aminokwasy Zastosowanie: Biorewitalizacja, dolina lez",[]
sunuv_sun5_sun9,SUNUV / SUN5 / SUN9,manicure,substance,sunuv,SUNUV / SUN5 / SUN9|sunuv / sun5 / sun9|sunuv sun5 sun9,,[Lampy LED/UV] Lampy LED/UV Zastosowanie: Utwardzanie hybryd,[]
svf_stromal_vascular_fraction,SVF - Stromal Vascular Fraction,chirurgia,technique,roznorodni,SVF - Stromal Vascular Fraction|svf - stromal vascular fraction|svf stromal vascular fraction,,[Lipotransfer] Komorki podscieliskowe z tluszczu Zastosowanie: Regeneracja,[]
sygmalift,Sygmalift,rf_hifu,device,sygmaderm,Sygmalift|sygmalift,,[HIFU] HIFU 'No-Pain' z chlodzeniem Zastosowanie: Lifting,[]
sylfirm_x,Sylfirm X,inny,device,viol_benev,Sylfirm X|sylfirm x,,"[Ultradzwieki/RF microneedling hybryda] Mikroiglowy RF + pulsed wave Zastosowanie: Naczynia, melasma, lifting",[]
synchro_repla_y,Synchro REPLA:Y,laser_depilacja,device,deka,Synchro REPLA:Y|synchro repla y|synchro repla:y,,"[Laser Nd:YAG] Wielofunkcyjny laser Aleksandryt + Nd:YAG Zastosowanie: Depilacja, naczynia",[]
system_professional_lipidcode,System Professional (LipidCode),fryzjer_zabieg,substance,wella_company,System Professional (LipidCode)|system professional|system professional (lipidcode),,[Marki profesjonalne] Diagnostyczna pielegnacja Zastosowanie: Pielegnacja,[]
tanino_therapy,Tanino Therapy,fryzjer_zabieg,technique,salvatore_felps,Tanino Therapy|tanino therapy,,"[Prostowanie - tanino] Tanowa, alternatywa formaldehydowa Zastosowanie: Wygladzanie bez formaldehydu",[]
teasylights,Teasylights,fryzjer_koloryzacja,technique,klasyczna,Teasylights|teasylights,,[Koloryzacja - rozjasnianie] Tlenione highlights z tapirowaniem Zastosowanie: Naturalne korzenie,[]
teosyal,Teosyal,substancja,substance,teoxane,teosyal|teosyal rha|teosyal redensity,"[""face"",""lips""]","Teoxane Teosyal — wypełniacze HA RHA (resilient HA), różne gęstości.","[""restylane"",""juvederm""]"
teosyal_kiss_ultra_deep_ultimate,Teosyal Kiss / Ultra Deep / Ultimate,substancja,substance,teoxane,Teosyal Kiss / Ultra Deep / Ultimate|teosyal kiss / ultra deep / ultimate|teosyal kiss ultra deep ultimate,,"[HA - Teoxane] Linia HA do ust, glebokich bruzd, wolumetrii Zastosowanie: Usta, kontur",[]
teosyal_redensity_i,Teosyal Redensity I,substancja,substance,teoxane,Teosyal Redensity I|teosyal redensity i,,"[HA - Teoxane] Skinbooster z koktajlem aminokwasow Zastosowanie: Biorewitalizacja, dolina lez",[]
teosyal_redensity_ii,Teosyal Redensity II,substancja,substance,teoxane,Teosyal Redensity II|teosyal redensity ii,,[HA - Teoxane] HA dedykowany dolinie lez Zastosowanie: Cienie pod oczami,[]
teosyal_rha_1_2_3_4,Teosyal RHA 1/2/3/4,substancja,substance,teoxane,Teosyal RHA 1/2/3/4|teosyal rha 1 2 3 4|teosyal rha 1/2/3/4,,"[HA - Teoxane] Resilient Hyaluronic Acid - dynamiczne HA Zastosowanie: Cala twarz, dynamiczne obszary",[]
the_perfect_peel,The Perfect Peel,peeling,substance,bella_skincare,perfect peel|the perfect peel,"[""face""]",Bella Skincare The Perfect Peel — TCA + retinol + glutation + kojowy + askorbinowy.,"[""prx_t33"",""cosmelan""]"
thermage,Thermage,rf_hifu,device,solta_medical,thermage|thermage flx|thermage cpt,"[""face"",""body""]","Solta Medical Thermage FLX — monopolarna RF non-invasive, lifting i ujędrnianie.","[""endymed"",""ultraformer""]"
thermage_flx,Thermage FLX,inny,device,solta_medical,Thermage FLX|thermage flx,,"[Monopolarna RF] Monopolarna RF z aplikatorem AccuREP Zastosowanie: Lifting, ujedrnienie skory",[]
thermiva,ThermiVa,rf_hifu,device,thermi_almirall,ThermiVa|thermiva,,[RF ginekologia] RF do warg sromowych i pochwy Zastosowanie: Modelowanie,[]
thunder,Thunder,laser_depilacja,device,aerolase,thunder|thunder md|aerolase thunder,"[""face"",""body"",""armpit"",""bikini"",""legs""]",Laser diodowy 755/810/1064nm Aerolase do depilacji wszystkich fototypów skóry; szybki tempo zabiegu (~15 min noga).,"[""soprano"",""vectus"",""primex"",""motus"",""clarity_ii"",""diodowy_laser""]"
thuya_lash_brow_brow_henna,Thuya / Lash Brow / Brow Henna,brwi_rzesy,substance,thuya_brow_henna,Thuya / Lash Brow / Brow Henna|thuya / lash brow / brow henna|thuya lash brow brow henna,,[Brwi - laminacja marki] Henna i farby do brwi Zastosowanie: Koloryzacja brwi,[]
tigi_bed_head_catwalk_s_factor,TIGI Bed Head / Catwalk / S-Factor,fryzjer_zabieg,substance,unilever,TIGI Bed Head / Catwalk / S-Factor|tigi bed head / catwalk / s-factor|tigi bed head catwalk s factor,,[Marki profesjonalne] Stylizacja i pielegnacja Zastosowanie: Stylizacja,[]
tina_davies_permablend_combo,Tina Davies / Permablend Combo,makijaz_permanentny,substance,tina_davies_professional,Tina Davies / Permablend Combo|tina davies / permablend combo|tina davies permablend combo,,[PMU - pigmenty] Pigmenty brwi i ust Zastosowanie: PMU,[]
tixel,Tixel,laser_skin,device,novoxel,Tixel|tixel|tixel laser,"[""face"",""body""]","[Wielobiegunowa RF] Frakcyjna termo-mechaniczna (tytanowy tip) Zastosowanie: Resurfacing, drug delivery","[""laser_co2"",""fotona""]"
toskani_cosmetics,Toskani Cosmetics,mezoterapia,substance,toskani,Toskani Cosmetics|toskani cosmetics,,[Mezoterapia] Mezokoktajle profesjonalne Zastosowanie: Biorewitalizacja,[]
transconjunctival_blepharoplasty,Transconjunctival Blepharoplasty,chirurgia,technique,roznorodni,Transconjunctival Blepharoplasty|transconjunctival blepharoplasty,,[Powieki] Dostep spojowkowy Zastosowanie: Worki powiek dolnych,[]
trichoscan_tricholab_fotofinder_trichoscale,TrichoScan / TrichoLAB / FotoFinder Trichoscale,trychologia,substance,fotofinder_systems_tricholab,TrichoScan / TrichoLAB / FotoFinder Trichoscale|trichoscan / tricholab / fotofinder trichoscale|trichoscan tricholab fotofinder trichoscale,,[Trychologia urzadzenia] Diagnostyka trychologiczna foto Zastosowanie: Diagnostyka lysienia,[]
trico_pigmentation_tricopigmentation,Trico Pigmentation / Tricopigmentation,transplantacja_wlosow,technique,milena_lardi_beauty_medical,Trico Pigmentation / Tricopigmentation|trico pigmentation / tricopigmentation|trico pigmentation tricopigmentation,,[Hair transplant] Polpermanentny SMP Zastosowanie: Lysienie,[]
tropocells_prp,Tropocells PRP,substancja,substance,estar_medical,Tropocells PRP|tropocells prp,,"[PRP/PRF] PRP zelu z bialymi krwinkami leukocyty Zastosowanie: PRP, lysienie",[]
trusculpt_flex,TruSculpt FLEX,rf_hifu,device,cutera,TruSculpt FLEX|trusculpt flex,,[EMS HIFEM] Multi-Directional Stimulation MDS Zastosowanie: Mass miesniowa,[]
trusculpt_id_flex_3d,truSculpt iD/flex/3D,inny,device,cutera,truSculpt iD/flex/3D|trusculpt id flex 3d|trusculpt id/flex/3d,,[Termoliza RF] Monopolarna RF do redukcji tluszczu Zastosowanie: Modelowanie ciala,[]
tsk_steriglide_dermasculpt_softfil,TSK Steriglide / DermaSculpt / SoftFil,inny,substance,tsk_laboratory_dermasculpt_softfil,TSK Steriglide / DermaSculpt / SoftFil|tsk steriglide / dermasculpt / softfil|tsk steriglide dermasculpt softfil,,"[Igly i kaniule do iniekcji] Kaniule i igly dla iniekcji estetycznych Zastosowanie: Iniekcje HA, biostymulatory",[]
tulius,Tulius,laser_skin,device,quanta_system,Tulius|tulius,,"[Laser tulowy/Thulium] Laser tulowy do skory Zastosowanie: Resurfacing, plamy",[]
tumescent_liposuction,Tumescent Liposuction,chirurgia,technique,klein,Tumescent Liposuction|tumescent liposuction,,[Liposukcja chirurgiczna] Klasyczna technika z plynem nasieconym Zastosowanie: Lipoaspiracja,[]
ulthera_system,Ulthera System,rf_hifu,device,merz_aesthetics,Ulthera System|ulthera system,,[HIFU] Oryginalna platforma MFU z USG Zastosowanie: Lifting,[]
ultherapy,Ultherapy,rf_hifu,device,merz,Ultherapy|ultera|ulthera|ultherapy,"[""face"",""neck"",""decolte""]","[HIFU] MFU-V z wizualizacja USG, lifting SMAS Zastosowanie: Lifting twarzy, szyi, brwi","[""ultraformer"",""hifu""]"
ultra_femme_360,Ultra Femme 360,inny,device,btl,Ultra Femme 360|ultra femme 360,,[HIFU ginekologia] Sonda RF 360 stopni intymna Zastosowanie: Lifting,[]
ultraformer,Ultraformer,rf_hifu,device,classys,ultraformer|ultraformer iii|ultraformer mpt,"[""face"",""neck"",""body""]",Classys Ultraformer III/MPT — micro + macro HIFU dla twarzy/szyi/ciała.,"[""hifu"",""ultherapy""]"
ultraformer_iii_mpt,Ultraformer III/MPT,rf_hifu,device,classys,Ultraformer III/MPT|ultraformer iii mpt|ultraformer iii/mpt,,[HIFU] MMFU - mikro i makro ogniskowane US Zastosowanie: Lifting twarzy i ciala,[]
ultrapulse,UltraPulse,laser_skin,device,lumenis,UltraPulse|ultrapulse,,"[Laser CO2 frakcyjny] Wysokoenergetyczny CO2 do glebokich blizn i odmladzania Zastosowanie: Blizny, fotostarzenie",[]
ultrasonic_rhinoplasty_piezo,Ultrasonic Rhinoplasty / Piezo,chirurgia,technique,gerbault,Ultrasonic Rhinoplasty / Piezo|ultrasonic rhinoplasty / piezo|ultrasonic rhinoplasty piezo,,[Rynoplastyka] Piezo do osteotomii Zastosowanie: Korekta kostnego nosa,[]
v_lift_v_soft_lift,V Lift / V Soft Lift,substancja,substance,wielu_oem,V Lift / V Soft Lift|v lift / v soft lift|v lift v soft lift,,[Nici PDO] Nici mono i cog do liftingu Zastosowanie: Lifting,[]
vampire_facial_lift,Vampire Facial / Lift,substancja,technique,charles_runels,Vampire Facial / Lift|vampire facial / lift|vampire facial lift,,[PRP/PRF] Mikroiglowanie + PRP Zastosowanie: Odmladzanie skory,[]
vaser_lipo,VASER Lipo,chirurgia,device,solta_medical_bausch_health,VASER Lipo|vaser lipo,,[Liposukcja chirurgiczna] Vibration Amplification of Sound Energy Zastosowanie: Ultrasound-assisted liposuction,[]
vbeam_perfecta_prima,Vbeam Perfecta/Prima,laser_skin,device,candela,Vbeam Perfecta/Prima|vbeam perfecta prima|vbeam perfecta/prima,,"[Laser naczyniowy] Pulsacyjny laser barwnikowy PDL 595 nm Zastosowanie: Naczyniaki, rumien, trądzik różowaty",[]
vectus,Vectus,laser_depilacja,device,lumenis,Vectus|lumenis vectus|vectus,"[""face"",""body"",""armpit"",""bikini"",""legs""]",[Laser depilacyjny diodowy] Diodowy 810 nm z Skintel Melanin Reader Zastosowanie: Depilacja duzych obszarow,"[""thunder"",""soprano"",""primex""]"
veinviewer_accuvein,VeinViewer / AccuVein,mezoterapia,device,christie_medical_accuvein,VeinViewer / AccuVein|veinviewer / accuvein|veinviewer accuvein,,[Skleroterapia] Wizualizacja zyl NIR Zastosowanie: Wspomaganie iniekcji,[]
vemma_soqi_alpha_spa,Vemma SOQI / Alpha Spa,inny,device,vemma_alpha_spa_capsules,Vemma SOQI / Alpha Spa|vemma soqi / alpha spa|vemma soqi alpha spa,,"[Kapsuly SPA] Multisensoryczne kapsuly Zastosowanie: Relaks, detoks",[]
venus_freeze,Venus Freeze,rf_hifu,device,venus_concept,Venus Freeze|venus freeze,,"[Wielobiegunowa RF] RF + PMF do twarzy i ciala Zastosowanie: Lifting, cellulit",[]
venus_legacy,Venus Legacy,rf_hifu,device,venus_concept,Venus Legacy|venus legacy,,"[Wielobiegunowa RF] Multipolar RF + pulsed magnetic field VariPulse Zastosowanie: Lifting, cellulit",[]
venus_versa,Venus Versa,rf_hifu,device,venus_concept,Venus Versa|venus versa,,"[Wielobiegunowa RF] Modulowa platforma RF + IPL + diodowa Zastosowanie: Lifting, depilacja, fotoodmladzanie",[]
vertex,Vertex,laser_depilacja,device,asclepion,Vertex|vertex,,[Laser depilacyjny diodowy] Diodowy 810 nm Zastosowanie: Depilacja,[]
vichy_dercos_inkey_list,Vichy Dercos / Inkey List,trychologia,substance,l_oreal_inkey_list,Vichy Dercos / Inkey List|vichy dercos / inkey list|vichy dercos inkey list,,[Trychologia preparaty] Profesjonalne ampulki Zastosowanie: Lysienie,[]
vichy_shower_rasul_body_wrap,Vichy Shower / Rasul / Body Wrap,inny,technique,klasyczne,Vichy Shower / Rasul / Body Wrap|vichy shower / rasul / body wrap|vichy shower rasul body wrap,,[Hammam i body] Klasyczne zabiegi spa Zastosowanie: Spa relaks,[]
vinylux_cnd,Vinylux / CND,manicure,substance,creative_nail_design,Vinylux / CND|vinylux / cnd|vinylux cnd,,[Marki lakiery hybrydowe] Lakiery tradycyjne Zastosowanie: Manicure,[]
virtue_rf,Virtue RF,rf_hifu,device,cartessa,virtue rf|virtue|virtue mikroigłowa,"[""face"",""neck"",""body""]",Cartessa Virtue RF — RF mikroigłowa frakcyjna z izolowanymi igłami; precyzyjna głębokość.,"[""infini"",""morpheus8"",""endymed""]"
visia_canfield_antera_3d_reveal_imager,Visia (Canfield) / Antera 3D / Reveal Imager,inny,device,canfield_scientific_miravex_canfield,Visia (Canfield) / Antera 3D / Reveal Imager|visia (canfield) / antera 3d / reveal imager|visia / antera 3d / reveal imager|visia antera 3d reveal imager,,[Skin scanner i diagnostyka] Komputerowa analiza skory Zastosowanie: Diagnostyka skory,[]
vitaran,Vitaran,substancja,substance,pharma_research_bio,Vitaran|vitaran,,[Polinukleotydy] PDRN/PN biostymulator Zastosowanie: Biorewitalizacja,[]
vivace,Vivace,rf_hifu,device,aesthetics_biomedical,Vivace|vivace,,"[Mikroiglowa RF] Mikroiglowa RF z LED Zastosowanie: Lifting, blizny",[]
vivax_meso_vichy_mesotherapy_hair,Vivax Meso / Vichy Mesotherapy Hair,trychologia,substance,roznorodni,Vivax Meso / Vichy Mesotherapy Hair|vivax meso / vichy mesotherapy hair|vivax meso vichy mesotherapy hair,,[Mezoterapia hair] Mezokoktajle hair Zastosowanie: Lysienie,[]
vivostat_prf,Vivostat PRF,substancja,substance,vivostat,Vivostat PRF|vivostat prf,,"[PRP/PRF] PRF/fibrina Zastosowanie: Chirurgia, regeneracja",[]
volite,Volite,substancja,substance,allergan,Volite|volite,,[Skinbooster] HA Vycross skinbooster Zastosowanie: Hydratacja,[]
volume_russian_volume_2d_6d,Volume / Russian Volume / 2D-6D,brwi_rzesy,technique,wschod_europejski,Volume / Russian Volume / 2D-6D|volume / russian volume / 2d-6d|volume russian volume 2d 6d,,[Rzesy - przedluzanie] Wachlarzyki z kilku rzes Zastosowanie: Volume lash,[]
votiva_formav_morpheus8v,Votiva / FormaV / Morpheus8V,rf_hifu,device,inmode,Votiva / FormaV / Morpheus8V|votiva / formav / morpheus8v|votiva formav morpheus8v,,"[RF ginekologia] Bipolarna RF + mikroiglowa do okolic intymnych Zastosowanie: Lifting, dysfunkcja",[]
wahl_magic_clip_detailer_senior_beretto,Wahl Magic Clip / Detailer / Senior / Beretto,fryzjer_zabieg,substance,wahl_clipper,Wahl Magic Clip / Detailer / Senior / Beretto|wahl magic clip / detailer / senior / beretto|wahl magic clip detailer senior beretto,,[Maszynki barberskie] Profesjonalne maszynki barberskie Zastosowanie: Strzyzenie meskie,[]
waw_fue_system,WAW FUE System,transplantacja_wlosow,device,devroye_instruments,WAW FUE System|waw fue system,,[Hair transplant] Hybrid trumpet punch Zastosowanie: Przeszczep wlosow,[]
waw_mamba_fue,WAW / Mamba FUE,chirurgia,device,devroye_cole_instruments,WAW / Mamba FUE|waw / mamba fue|waw mamba fue,,[Hair clinic systems] Mechaniczne punche FUE Zastosowanie: Hair transplant,[]
wella_professionals_koleston_perfect_illumina_magma,"Wella Professionals (Koleston Perfect, Illumina, Magma)",fryzjer_zabieg,substance,wella_company_kkr,"Wella Professionals (Koleston Perfect, Illumina, Magma)|wella professionals|wella professionals (koleston perfect, illumina, magma)",,"[Marki profesjonalne] Pelne portfolio koloryzacji i pielegnacji Zastosowanie: Kolor, stylizacja",[]
wellaplex,Wellaplex,fryzjer_zabieg,substance,wella_professionals,Wellaplex|wellaplex,,[Bond builders/ochrona] Wzmocnienie wiazan dwusiarczkowych Zastosowanie: Ochrona przy koloryzacji,[]
world_famous_tattoo_ink_eternal,World Famous Tattoo Ink / Eternal,makijaz_permanentny,substance,world_famous_eternal_ink,World Famous Tattoo Ink / Eternal|world famous tattoo ink / eternal|world famous tattoo ink eternal,,"[PMU - pigmenty] Tusze do tatuazu i PMU Zastosowanie: Tatuaz, PMU",[]
x_effects_rf_electroporation,X-EFFECTS / RF + Electroporation,mezoterapia,device,roznorodni_producenci,X-EFFECTS / RF + Electroporation|x effects rf electroporation|x-effects / rf + electroporation,,[Elektroporacja] Elektroporacja + RF Zastosowanie: Transdermal delivery,[]
x_wave,X-Wave,rf_hifu,device,btl,X-Wave|x wave|x-wave|xwave,"[""body""]",[Shockwave akustyczna] Radialna shockwave Zastosowanie: Cellulit,"[""onda"",""endermolab""]"
xela_rederm,Xela Rederm,substancja,substance,institute_hyalual,xela rederm|xela|institute hyalual,"[""face"",""neck"",""decolte""]","Institute Hyalual Xela Rederm — HA + bursztynian sodu (sukcynian), redermalizacja.","[""profhilo"",""jalupro""]"
xeomin,Xeomin,substancja,substance,merz,xeomin|bocouture,"[""face""]","Merz Xeomin/Bocouture — incobotulinum bez kompleksujących białek, mniejsza immunogenność.","[""botox"",""dysport""]"
xeomin_bocouture,Xeomin / Bocouture,substancja,substance,merz_aesthetics,Xeomin / Bocouture|xeomin / bocouture|xeomin bocouture,,[Toksyna botulinowa] IncobotulinumtoxinA bez kompleksowych bialek Zastosowanie: Zmarszczki mimiczne,[]
xl_hair_mesoline_hair,XL-Hair / Mesoline Hair,mezoterapia,substance,md_skin_solutions,XL-Hair / Mesoline Hair|xl hair mesoline hair|xl-hair / mesoline hair,,[Mezoterapia trychologiczna] Mezokoktajl trychologiczny Zastosowanie: Lysienie,[]
yellow_peel,Yellow Peel,peeling,protocol,wielu_producentow,Yellow Peel|peel żółty|peeling żółty|yellow peel,"[""face""]","[Peeling chemiczny] Peeling na bazie retinolu i kwasow Zastosowanie: Rozjasnienie, antiaging","[""cosmelan"",""dermamelan""]"
yon_ka_paris,Yon-Ka Paris,peeling,substance,yon_ka,Yon-Ka Paris|yon ka paris|yon-ka paris,,[Kosmeceutyki gabinetowe] Aromaterapia gabinetowa Zastosowanie: Pielegnacja,[]
young_nails_mia_secret,Young Nails / Mia Secret,manicure,substance,young_nails_mia_secret,Young Nails / Mia Secret|young nails / mia secret|young nails mia secret,,"[Marki akryle] Akryle profesjonalne Zastosowanie: Tipsy, przedluzanie",[]
yuko_liscio_thermal_reconditioning,Yuko / Liscio / Thermal Reconditioning,fryzjer_zabieg,technique,yuko_yuko_yamashita,Yuko / Liscio / Thermal Reconditioning|yuko / liscio / thermal reconditioning|yuko liscio thermal reconditioning,,[Prostowanie - japonskie] Stale prostowanie termiczno-chemiczne Zastosowanie: Permanentne prostowanie,[]
yvoire_volume_classic_contour_y_solution,Yvoire Volume/Classic/Contour/Y-Solution,inny,substance,lg_chem,Yvoire Volume/Classic/Contour/Y-Solution|yvoire volume classic contour y solution|yvoire volume/classic/contour/y-solution,,"[HA - Yvoire] HA HICE crosslinking Zastosowanie: Bruzdy, wolumetria, skinbooster",[]
z_lipo,Z Lipo,rf_hifu,device,zimmer_medizinsysteme,Z Lipo|z lipo,,[Kriolipoliza] Kriolipoliza z aplikatorami podcisnieniowymi Zastosowanie: Redukcja tluszczu,[]
z_one_concept_milano_no_inhibition_iam_milk_shake,"Z.One Concept Milano (No Inhibition, Iam, Milk Shake)",fryzjer_zabieg,substance,z_one_concept,"Z.One Concept Milano (No Inhibition, Iam, Milk Shake)|z one concept milano|z.one concept milano|z.one concept milano (no inhibition, iam, milk shake)",,[Marki profesjonalne] Profesjonalna pielegnacja Zastosowanie: Pielegnacja,[]
z_wave_pro,Z Wave Pro,rf_hifu,device,zimmer_medizinsysteme,Z Wave Pro|z wave pro,,"[Shockwave akustyczna] Radialna shockwave Zastosowanie: Cellulit, modelowanie",[]
zo_skin_health,ZO Skin Health,peeling,substance,zo_skin_health,zo skin health|zo|obagi zo,"[""face""]",Dr Zein Obagi ZO Skin Health — programy dermokosmetyczne premium.,"[""obagi"",""skinceuticals""]"
zo_skin_health_dr_zein_obagi,ZO Skin Health (Dr Zein Obagi),peeling,substance,zo_skin_health,ZO Skin Health (Dr Zein Obagi)|zo skin health|zo skin health (dr zein obagi),,[Kosmeceutyki gabinetowe] Linia gabinetowa Dr Obagi Zastosowanie: Antiaging,[]
